,title,image,url,area,total_price,num_rooms,Miete,Nebenkosten,Sonstige Kosten,Kaution,address,from_date,to_date,online_since,facts,Wohnung,Lage,Sonstiges,Ablösevereinbarung
10,Ein Zuhause für Dich?,https://img.wg-gesucht.de/media/up/2020/17/9ecba07726de37130a0cac382b7b68a272e526d93b6bfef3f62a73f5b1767894_IMG_0249.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Oberschoeneweide.7921144.html,50.0,764.0,1.0,564.0,120.0,80.0,,"Schillerpromenade, 12459 Berlin Oberschöneweide",03.07.2020,,1 Stunde,"['sanierter Altbau', '3. OG', 'teilmöbliert', 'Eigene Küche', 'Eigenes Bad, Badewanne, Dusche', 'Kabel', 'Parkett, Fliesen', 'Gasheizung', 'gute Parkmöglichkeiten', '1 Minute zu Fuß entfernt', 'Spülmaschine, Balkon, Gartenmitbenutzung, Keller, Fahrradkeller']","Vorweg: im Haus möchten wir die Mieterstruktur etwas verjüngen und würden uns jemanden unter 35 Jahren wünschen, männlich und im Idealfall mit einem technischen Beruf. Schreibe uns bitte auf deutsch.... 
 
Die Wohnung liegt in der 1. Etage. Es gibt eine eingebaute Küche, welche im Mietpreis  enthalten ist. Außerdem gibt es einen Balkon und einen schönen Gemeinschaftsgarten.","Die Lage ist aufgrund der guten S-Bahn-Verbindung (Berlin Schöneweide) und des neuen Flughafens (BER ab Oktober) sehr praktisch, da alle wichtigen Linien dort durchfahren. Für diejenigen, die gerne alternativ ausgehen folgt in wenigen Fahrrad-Minuten der Bezirk Neukölln...","Bei Interesse schreibe eine möglichst ausführliche Mail mit Angabe von Telefonnummer und persönlichen Daten. (Beruf, Alter, Grund des Umzugs...). Damit sichergestellt ist, dass du diese Anzeige auch tatsächlich gelesen und verstanden hast, beginne deine Anfrage mit ""Hallo Berlin"". 
 
Hier noch einmal die Kosten - 564,- kalt + ca. 120,- Betriebskosten + ca. 80,- für Gas und Strom 
 
Internet und GEZ sind selbstständig anzumelden..",
11,3 rooms sunny apartment for JULY,https://img.wg-gesucht.de/media/up/2020/22/813803ff5c2886863679b112b572a8d67eada30a6e4a68e238aba454e1988f65_Balkon3.sized.JPG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Lichtenberg.8029077.html,66.0,450.0,3.0,450.0,0.0,0.0,400.0,"Maximilianstraße 29, 10317 Berlin Lichtenberg",30.06.2020,05.08.2020,1 Stunde,"['WG geeignet', '1. OG', 'möbliert', 'Badewanne, Dusche', 'gute Parkmöglichkeiten', '4 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon, Garten, Gartenmitbenutzung, Haustiere erlaubt']","Hallo everybody! 
  
we sublet your beautiful apartment until the 31 of july 2020 (if you need some days more we can arrange something) 
the flat has 3 rooms: one cosy, minimal bedroom, one living room with lots of sun, balcony, plants, desk and sofa, one studio 
all together it is more or less 66qm 
location between Friedrichshain and Lichtenberg, close to S bahn Nöldnerplatz, calm and central: 20 min. by bike to Orankensee and Obersee, close to Treptowerpark, Herzberge Park, Rummelsburgerbucht, one station  (or 20 min. walk) to Ostkreuz, which is a very vibrant area with lots of restaurants, bars, clubs. 
Also close to the flat you find cafes, supermarkets, different restaurants.. 
you can rent the whole apartment (950 euros), or two rooms  (600 euros ) or one room (450 euros) 
 
there is also a big garden that can be used.  
Pets are welcome, kids are welcome (we can offer a kids bed and toys) 
 
 
 
 
Wir vermieten unsere schöne Wohnung von 30. Juni bis 31. Juli 2020.  
 
Die Wohnung  (ca. 64qm) ist in zwischen Lichtenberg und Friedrichshain im Weitlingskiez (S-Bahn Nöldnerplatz), sehr ruhig und trotzdem sehr zentral.  
 
Die Wohnung hat 3 Zimmer, Ein kleines, kuscheliges, minimal Schlafzimmer, ein Wohnzimmer (mit Ausziehcouch) mit Balkon, Sitzgeegenheit, Pflanzen und viel Sonnenschein, ein Studio (mit extra Doppelmatratze, bei Bedarf). Weiters gibt es einen großen, Garten, den man auch mitbenutzen kann.  
Kosten für die ganze Wohnung 950,- 
Kosten für Schlafzimmer+ Wohnzimmer: 600,- 
Kosten für das Studio allein: 450,- 
 
Haustiere sind willkommen, Kinder sind auch willkommen (wir haben auch ein Kinderbett und Spielsachen) 
 
Wenn du Interesse hast oder noch Fragen, sag gern Bescheid.  
 
         
Sonnige Grüße",,,
12,Helle grosse 3 Zimmer Wohnung in Berlin-Kreuzberg für Juli&August 2020,https://img.wg-gesucht.de/media/up/2020/23/1f56799b48d31a8524ec4f4f80faa3cd349639832bbceae5da5ca935d06de862_IMG_4713.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Kreuzberg.8041618.html,115.0,1400.0,3.0,1250.0,150.0,n.a.,1400.0,"Lausitzer Platz X, 10997 Berlin Kreuzberg",01.07.2020,31.08.2020,1 Stunde,"['sanierter Altbau', '2. OG', 'möbliert', 'Eigene Küche', 'Badewanne, Dusche', 'Parkett, Dielen, Fliesen', 'Ökostrom', 'gute Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon']","3 Zimmer Wohnung/Apt, moderne Küche/modern kitchen with dishwasher, Bad/bathroom incl. washer & dryer, balcony, sunny (facing south-west). parkett&dielen / wooden floors throughout 
suit young professional or couple",,,
13,Two rooms flat with balcony in the quiet neighborhood of Suarezstrasse,https://img.wg-gesucht.de/media/up/2016/38/6a61f61658012790_426433_198071003631532_155194595_n.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Charlottenburg.5801279.html,53.0,1230.0,2.0,820.0,230.0,180.0,2260.0,"Suarezstrasse, 14057 Berlin Charlottenburg",15.06.2020,30.05.2021,1 Stunde,"['WG geeignet', 'Mehrfamilienhaus', 'Hochparterre', 'möbliert', 'Eigene Küche', 'Dusche', 'Kabel', 'Parkett, Fliesen', 'Zentralheizung', 'Bewohnerparken', '10 Minuten zu Fuß entfernt', 'Waschmaschine, Balkon, Fahrradkeller']","53 sqm one bedroom apartment, located on an elevated ground floor. The living room opens to a small balcony facing a quiet street. The apartment is located in Suarezstrasse, known for its many antique shops. 
  
In the bedroom: double bed (160x200), desk, wardrobe and TV 
Living room: sofa (pullout double bed),couch, coffee table, wooden(Teak) commode, TV, dining table. 
A small balcony facing a beautiful street. 
Window shutters in both rooms (you can make both rooms completely dark).  
Blankets and pillows are available too   
Bathroom with shower and WC. 
Equipped kitchen with complete kitchenware, induction stove, fridge, washing machine, microwave, kettle, toaster and coffee-machine. High bar with chairs for breakfast. 
 
The apartment is ideal for a couple, but if there are two flatmates who want to share it, this can be done too.","The apartment is about 5 min walk to bus M49 (at the corner of Kuno-Fischer-Strasse with Neue Kantstrasse), this bus goes to Zoological Garten. It's a short walk to Berlin Messe and to the The Lietzensee (inner-city lake). 
 
About 10 min walk to U2 Sophie-Charoltte-Platz, and to S Bahn Charlottenburg station. There are two  
supermarkets in the immediate neighbourhood: Rewe and Lidl, lots of bakeries, cafes and restaurants.","This apartment is ideal for a couple or a small family who is looking for a furnished apartment which is located in the beautiful Suarezstrasse, but can also be shared by two people. 
 
Monthly rent: €1230 (for 2 people) including everything: house expenses, heating, water, electricity and internet. (everything except for cleaning). 
 
Minimum stay: 6 months 
 
For rental contract we need: copy of passport, work contract or registration for studies.",
14,Luxurious 3 Room Apartment (Prenz36L 1OG),https://img.wg-gesucht.de/media/up/2020/22/d8f55f0f3975ee27d0a49381e5cb85d923718a0449915d8acb34d8bb193dfa6d_Kitchen_Dining.sized.jpeg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Prenzlauer-Berg.8029066.html,120.0,2500.0,4.0,2500.0,n.a.,0.0,2500.0,"Prenzlauer Allee 36L, 10405 Berlin Prenzlauer Berg",15.06.2020,15.06.2021,1 Stunde,"['Neubau', '1. OG', 'möbliert', 'Badewanne, Dusche', 'Dielen, Fliesen', 'gute Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon']","This luxurious 3-room apartment located on the 1st floor of a modern Prenzlauer Berg new build is now available. The apartment comes furnished and with internet. A fully equipped built-in kitchen, with everything you need for cooking, oven, fridge and kitchen island. All costs and expenses are included in the total price for all utilities and services, etc. 
 
3 rooms; open kitchen/dining/lounge, 2 bedrooms, storage room, 2 bathrooms, balcony, 120m²","The apartment is located on Prenzlauer Allee within only a few minutes of an array of supermarkets, bars, cafes and restaurants in a vibrant Berlin Kiez. Several tram lines are only a stones throw away 
 
Prenzlauer Berg is not just one of the most popular districts for international tenants seeking furnished apartments, but also for the locals. Situated just north of Mitte, the fantastic location makes it easy to explore the city. One of Prenzlauer Berg's many famous attractions is Mauerpark which hosts a Sunday flea market full of all types of locally made products.","Explore our new website www.berlin99.com. 
 
The price includes all furniture, electricity and gas usage, hot and cold water, as well as high speed internet. You are very much allowed to register at those apartments, as it a legal requirement. 
 
For further details and viewings, please contact us at info(at)berlin99.com or give us a call",
15,S65 WE16 Erstbezug - Kleine möblierte 2-Zimmer Wohnung,https://img.wg-gesucht.de/media/up/2020/20/fa482890eeb85c1d64c7d3091bb212b03d1a4287650bde3887f8f04ad4a1852d_3050.016___01_Room.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Prenzlauer-Berg.7903502.html,29.0,850.0,2.0,850.0,0.0,0.0,1700.0,"Schönhauser Allee 65, 10437 Berlin Prenzlauer Berg",09.06.2020,,1 Stunde,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Verbrauchsausweis, V: 131kW h/(m&sup2a), Gas, Baujahr 1898, Energieeffizienzklasse D', 'sanierter Altbau', 'EG', 'möbliert', 'Eigene Küche', 'Dusche', 'Parkett, Fliesen', 'Zentralheizung', '4 Minuten zu Fuß entfernt', 'Waschmaschine']","Die kleine 2-Zimmer-Wohnung liegt im Ergeschoss im ruhigen Seitenflügel. Sie ist gerade komplett saniert worden und wird möbliert vermietet. Sie betreten die Wohnung über einen kleinen Flur und gelangen ins Wohnzimmer Sofa und Essbereich. Auch die Küche ist hier integriert. Vom Wohnzimmer aus gelangen Sie ins Schlafzimmer mit 140cm Bett. Von dort erreichen Sie das Badezimmer mit Dusche. 
 
The apartment is located on the ground floor of the quiet side wing. It has just been completely refurbished and will be let furnished. You enter the apartment via a small hallway and reach the living room with lounge and dining area. The kitchen is also integrated here. From the living room you reach the bedroom with double bed. From there you can access the bathroom with shower.","Das Objekt befindet sich direkt in der Schönhauser Allee. Im Vorderhaus befindet sich ein kleiner Bio-Supermarkt. Viele Cafés, Restaurants und Geschäfte sind fußläufig erreichbar. Auch U2 und die Straßenbahn erreichen Sie in wenigen Minuten.  
 
The property is situated in Schoenhauser Allee. There is a small organic supermarket in the front of the building. Many cafes, restaurants and shops are within walking distance. Subway train U2 and tram are only minutes away.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/mE6qNzCMDAg 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 04.06.2020 um 16:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/mE6qNzCMDAg 
 
The apartment must be viewed before applying. The next viewing appointment is on 4th June 2020 at 16:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
16,2-Zimmer-Wohnung mit Balkon - Komplett möbliert und eingerichtet,https://img.wg-gesucht.de/media/up/2020/07/a5e31cbe58570e6e9e4400473c9fd7ffd61b545b17260d6307435bfc88a8c71e_01___Wohnzimmer.sized.JPG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Wedding.7854913.html,56.0,1090.0,2.0,1090.0,0.0,0.0,2180.0,"Lüderitzstraße 13, 13351 Berlin Wedding",14.06.2020,,1 Stunde,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Bedarfsausweis, V: 185kW h/(m&sup2a), Gas, Baujahr 1900', '3. OG', 'möbliert', 'Eigene Küche', 'Dusche', 'Kabel', 'Laminat, Fliesen', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Balkon']","Die Wohnung liegt im Gartenhaus im 3.OG. Sie ist möbliert und komplett mit Hausrat ausgestattet. Wohnzimmer mit gemütlicher Sitzecke, TV und Zugang zum Balkon. Schlafzimmer mit Bett, Kleiderschrank und Kommode. Küche mit Einbauschränken und Waschmaschine. Kleines Tageslichtbad mit Dusche. Im Flur gibt es zusätzlichen Stauraum. 
 
The apartment is located in the rear building on the 3rd floor. It is furnished and fully equipped with all household items. Living room with lounge, tv and access to balcony. Bed room with bed, chest of drawers and wardrobe. Kitchen with fitted cupboards and washing machine. Daylight bathroom with shower. The hallway offers additional storage space.","Gute Lage, wenige Minuten zu Fuß zu Cafes, Restaurants und Einkaufsmöglichkeiten. Die nächste U-Bahn Station Seestraße (U6) erreichen Sie ebenfalls in wenigen Minuten. Mit der U6 fahren Sie ca 10 min bis Stadtmitte. 
 
Good location, only minutes walk to cafes, restaurants and shops. You an also reach the next subway train station Seestraße (U6 line) within a few minutes. U6 train will take you do city centre Stadmitte in about 10 min.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/qs8-Ofi2ciY 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 14.06.2020 um 15:30 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/qs8-Ofi2ciY 
 
The apartment must be viewed before applying. The next viewing appointment is on 14th June 2020 at 15:30h. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
17,2-Zimmer Wohnung für 4 Wochen,https://img.wg-gesucht.de/media/up/2020/09/165a4809e6361094c76d1ad6d7584cf77d0f09c79501bf209fdd4fc7f2d8e171_20200302_150717.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Zehlendorf.7881864.html,68.0,850.0,2.0,850.0,0.0,0.0,1500.0,"Von-der-Trenck-Str., 14129 Berlin Zehlendorf",10.07.2020,08.08.2020,1 Stunde,"['WG geeignet', 'Neubau', 'Hochparterre', 'möbliert', 'Eigene Küche', 'Badewanne', 'Laminat', 'Ökostrom', 'Gasheizung', 'gute Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Terrasse']","Die beiden Zimmer sind groß und hell und lassen sich jeweils als Schlaf- und Wohnzimmer nutzen. Ein Zimmer dient bei uns als Kinderzimmer. Trotzdem ist das eine Bett auch groß genug für einen Erwachsenen.    
Die Küche ist mit dem Wohnzimmer durch die Essecke verbunden. 
Es gibt eine Terrasse mit Sonne ab mittags. 
Spülmaschine und Waschmaschine sind vorhanden.   
Es gibt WLAN, aber keinen Fernsehanschluss.","Die Wohnung liegt im schönen grünen Zehlendorf. Der Wald ist 5- Gehminuten entfernt. Zum Schlachtensee oder Wannsee sind es 10 Minuten mit dem Fahrrad. 
Einkaufsmöglichkeiten sind ca. 1 km entfernt. Die nächste Bushaltestelle ist 2 - Gehminuten entfernt. Man ist mit den öffentlichen Verkehrsmitteln in ca.  30Min im Zentrum von Berlin. 
Für die Autofahrer ist es praktisch, dass es genau hier eine Autobahnauffahrt gibt. Bei günstiger Verkehrslage ist man in 20 Minuten in der Stadtmitte.",Das Haus ist umgeben von Grünflächen. Es gibt einen Spielplatz und eine Tischtennisplatte.,0.0
18,Y77 WE37 Möblierte 2-Zimmer-Wohnung nahe Bergmannkiez,https://img.wg-gesucht.de/media/up/2018/35/4fc8d674b0365226312d79f18888e770f3b75884e602bf48a7355e413e6866ab_3040.037___01_Living_Room.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Kreuzberg.6354181.html,40.0,900.0,2.0,900.0,0.0,0.0,1800.0,"Yorckstraße 77, 10965 Berlin Kreuzberg",14.06.2020,,1 Stunde,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Bedarfsausweis, V: 138kW h/(m&sup2a), Baujahr 1910', 'sanierter Altbau', 'EG', 'möbliert', 'Eigene Küche', 'Dusche', 'Dielen, Fliesen', '5 Minuten zu Fuß entfernt', 'Waschmaschine']","Die 2-Zimmer Wohnung liegt im Erdgeschoss im Seitenflügel des Hauses. Das Schlafzimmer ist ausgestattet mit einem Doppelbett und Kleiderschrank. Das Wohnzimmer verfügt über ein Sofa und einen Essbereich. Auch die Einbauküche befindet sich hier. Das Badezimmer ist ausgestattet mit einer Dusche. Die Wohnung verfügt über einen Dielenfußboden und hohe Decken. Sie wird komplett möbliert vermietet. Waschmaschinen für die Mieter des Hauses befinden sich im Keller. 
 
The apartment is located on the ground floor in the sidewing of the building. It has a bedroom furnished with a bed and wardrobe. A Living room with a sofa, coffee table and dining area. It also includes the American stile fitted kitchen. The bathroom has a shower. The apartment has beautiful hardwood flooring and high ceilings and will be let furnished. There is a laundry room in the basement.","Das Objekt ist ideal gelegen. Im Haus nebenan gibt es einen kleinen Supermarkt. Zudem erreichen Sie in circa 10 Minuten zu Fuß die Bergmannstraße mit diversen Cafés, Restaurants und Bars. Die nächsten U/S-Bahnstationen Mehringdamm und Yorckstraße erreichen Sie ebenfalls wenigen Minuten; die Bushaltestelle ist in nur wenige Meter entfernt. 
 
The property is situated in an ideal location. There is a small supermarket next door. In about 10 minutes by foot you can reach Bergmannstraße with its various cafes, restaurants and bars. The next U/S-Bahn stations Merhingdamm and Yorckstraße can also be reached in a few minutes; the bus station is only a few meters away.","- In der Miete sind enthalten: alle Betriebs- und Heizkosten, Strom, Gas und Internet - Mindestmietdauer: 6 Monate - Maximale Mietdauer: 12 Monate - Rauchen: Nicht erlaubt - Haustiere: Nicht erlaubt 
 
Aufgrund der aktuellen Situation besichtigen Sie die Wohnung bitte zunächst online: https://youtu.be/lJuqD9zObs4 
 
Die Wohnung muss vor einer Bewerbung zunächst besichtigt werden. Der nächste Besichtigungstermin ist am 14.06.2020 um 14:00 Uhr. Eine Kollegin wird Sie direkt vor dem Hauseingang treffen. Falls es Änderungen gibt, werden diese hier veröffentlicht.  
 
Wenn Sie sich bewerben möchten, senden Sie uns bitte im Anschluss an die Besichtigung per Email folgende Bewerbungsunterlagen: Bewerbungsformular (erhalten Sie bei der Besichtigung), Ausweis und Einkommensnachweis. 
 - The rent includes: all running costs, heating, electricity, gas and internet - Minimum lease term: 6 months - Maximum lease term: 12 months - Smoking: not allowed - Pets: not allowed 
 
Due to the current situation please view the apartment online first: https://youtu.be/lJuqD9zObs4 
 
The apartment must be viewed before applying. The next viewing appointment is on 14th June 2020 at 14:00h. A colleague will meet you in front of the building. In case there are any changes, they will be published here. 
 
If you would like to apply for the apartment, please send us after the viewing by email the following application documents: application form (handed out during viewing), passport and proof of income.",0.0
19,Friedrichshain FULLY FURNISHED Möblierte Wohnung - CENTRAL CLASSIC APARTMENT Kiez Altbau ** TOP LOCATION **,https://img.wg-gesucht.de/media/up/2017/28/6de8a1cf62198730_apartment_building_entrance.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Friedrichshain-Kreuzberg.6219873.html,62.0,1155.0,2.0,950.0,155.0,50.0,2300.0,"Karl-Marx-Allee, 10243 Berlin Friedrichshain-Kreuzberg",01.08.2020,31.07.2022,1 Stunde,"['WG geeignet', 'sanierter Altbau', 'möbliert', 'Badewanne, Dusche', 'Parkett', 'Ökostrom', 'Zentralheizung', 'gute Parkmöglichkeiten', '1 Minute zu Fuß entfernt', 'Waschmaschine, Gartenmitbenutzung, Fahrradkeller, Aufzug']","We are looking for a responsible person-s/couple for our beautiful period apartment in Friedrichshain.  The accommodation comprises 2 spacious furnished rooms (24m2 each) in an elegant apartment in a heritage listed building.  The apartment building is part of the main neoclassical section on Karl-Marx-Allee between Strausberger Platz and Frankfurter Tor, which was intended as a showpiece of architectural grandeur at the time it was built in the early 1950's.  It combined luxurious apartments, restaurants, offices and shops. It was restored in accordance with heritage standards in the late 1990's and its historical value is widely recognized. With its wide tree lined double pavements, Karl-Marx-Allee in Friedrichshain and has been dubbed 'Europe's Last Grand Boulevard'. 
 
It is also very conveniently located a few minutes walk from the eclectic cultural scene around Boxhagener Platz, Simon Dach Strasse &  the RAW-area, and a short ride with a bike or public transport (Tram, S- and U-Bahn) to Kreuzberg, Prenzlauer Berg, Mitte, Tiergarten, Charlottenburg, Samariterkiez, Volkspark Friedrichshain, etc. 
 
The rooms are light and airy with high ceilings and well isolated windows.  The living room is elegantly furnished in classic style with a beautiful chippendale sitting room ensemble comprising coffee table and armchair, and a small bureau writing table as well as a walnut veneer storage cupboard.  There is also a box spring bed which can serve as a sofa with scatter cushions or as a second/guest bed. The main bedroom has a comfortable Queen size bed, a writing desk, and large 3 tier wardrobe. Quiet with a very pleasant garden outlook, three big double windows (with drapes/curtains), 4m high ceiling and parquet floor. Crystal chandelier, beautiful lights. 
 
From the building corridor the apartment opens onto a T shaped grand entrance hall which  leads into a corridor with the kitchen and bathroom side by side and the 2 rooms situated at either end. The apartment comprises a recently renovated eat-in kitchen with a recently purchased spacious fridge, brand new cooker/stove with extractor, washing machine, the tiled bathroom has a bathub/shower.  You have access to a safe bike storage area inside the building. 
 
The apartment is clean, tidy and well maintained.  The building is also maintained to a high standard in line with stringent legal requirements which apply on account of its heritage listing. 
 
We have super fast VDSL broadband internet 50mbps, cost is included in the rental. 
 
We prefer a professional single or couple but could consider reliable 2 persons sharing as a flatshare (""WG"") 
 
Deutsch: 
Wir suchen ein/en verantwortungsvollen/s Mieter/Paar für eine 2-Zimmer-Wohnung in einem denkmalgeschützten Gebäude in der Karl-Marx-Allee, mitten in Friedrichshain - nur einen kurzen Fußweg entfernt von der Simon-Dach-Straße, dem Boxhagener Platz, dem Samariterkiez, dem Volkspark Friedrichshain und vielem mehr. 
Sehr ruhig, mit schönem Blick auf den angrenzenden Park, direkt neben dem Kino Kosmos. 
 
2 sehr helle Zimmer mit je drei großen Fenstern mit geschmackvollen Vorhängen und absolut ruhig, in einer 
wunderschönen, stilvoll und repräsentativ eingerichteten Nichtraucherwohnung. 
 
Wohnung ist komplett saniert, ein Zimmer ist mit einem komfortablen und recht neuen (erworben September 2016) Boxspringett inklusive Matratze (120 x 200), einem sehr schönen Chippendale-Ensemble (Kaffeetisch, Armsessel) einem Kleiderschrank aus Walnußfurnier und einem Schreibtisch mit Stuhl vollständig möbliert.  
Das andere Zimmer ist ebendomit einem grossen, komfortablen Bett, einem Schreibtisch nebst Stuhl und einem grossen Schrank im zeitgenoessischen Stil ausgestattetHinzu kommen 4 Meter hohe Decken, hochwertige, Parkettböden (kein Fertigparkett) und ein sehr schöner Blick auf angrenzenden Park. Weiter und repräsentativer Eingangsbereich.  
 
Gebäude steht unter Denkmalschutz, und ist sehr gepflegt, gut organisiert und sehr sauber. 
 
Superschnelles VDSL (50Mbit) WLAN-Netzwerk inklusive, voll ausgestattete Küche, Bad mit Badewanne, kuschelig warm im Winter dank effektiver Zentralheizung. Fahrradabstellraum. 
 
Die Wohnung hat  eine kürzlich sanierte Ess-Küche, eine komplette Kücheneinrichtung inkl. neuem Kühlschrank, Herd, Waschmaschine sowie ein neu gefliestes Badezimmer mit Badewanne.","Close to shops and a short walk to all public transport U-Bahn, S-Bahn, trams and buses at Frankfurter Tor and Weberwiese U-Bahn (U5). 
5 mins to Alexanderplatz (U5)  
Short U-Bahn ride to Humboldt University, Unter den Linden, Govt quarter and the Brandenburger Tor, short tram ride (M10) to Kreuzberg and Prenzlauer Berg. 
There are good car parking options in immediate proximity and a safe bicycle storage room.  
 
 
Lage 
Superzentral und mitten im angesagten Szene-Kiez Friedrichshain, 5 Gehminuten zur Simon-Dach-Straße, einem Zentrum des Berliner Nachtlebens: mit angesagten Kneipen und hippen Bars, internationalen Restaurants und Clubs für jeden Musikgeschmack. 
2 Gehminuten in den Samariterkiez mit hervorragenden Restaurants und schönen Kiezkneipen. 
 
Optimale Verkehrsanbindung: mit der U-Bahn in 5 Min. zum Alexanderplatz und nach Berlin-Mitte, mit der Tram (2 Gehminuten zur Haltestelle/U-Bahnhof) ins angrenzende Prenzlauer Berg oder nach Kreuzberg. 
 Sehr gute Parkmoeglichkeiten und abschliessbarer Fahrradraum.","Electricity will be payable monthly in addition based on consumption. 
 
Kindly note that - though being suitable for a flatshare (WG-tauglich) -  this is not a party flat. 
 
We ask for 2 references / 1 reference and SCHUFA. 
 
Check in inspections will be conducted together with you in person with handover of keys. 
 
We speak english. 
On parle francais. 
Vi snakker norsk.",0.0
