,title,image,url,area,total_price,num_rooms,Miete,Nebenkosten,Sonstige Kosten,address,from_date,to_date,online_since,facts,Wohnung,Kaution,Lage,Sonstiges,Ablösevereinbarung
10,"Anmietung  ab 01.07.2020, neuwertig eingerichtete sehr sonnige 2-Raumwohnung mit 2 Balkonen",https://img.wg-gesucht.de/media/up/2017/04/a578a1ba58853980_diestelweg_26_1_10.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Pankow.5885398.html,65.0,973.0,2.0,587.0,386.0,n.a.,"Distelweg, 13158 Berlin Pankow",01.07.2020,31.12.2022,16 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Baujahr 1995', 'Neubau', '2. OG', 'möbliert', 'Badewanne', 'Kabel', 'Parkett', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon, Keller, Fahrradkeller']","Die 2-Zimmer-Wohnung befindet sich im 2.Obergeschoß eines gepflegten 3-geschossigen Wohnhauses mit 6 Wohnungen.Von der Diele gehen alle Zimmer ab. Diele, Wohn-und Schlafzimmer sind mit Parkett ausgelegt, Küche und Badezimmer sind gefließt. Vom Wohnzimmer geht die quadratisch geschnittene Terasse(Balkon) ab. Durch eine Holzflügeltür gelangt man zum Schlafzimmer mit französischem Balkon. Die Wohnung wurde 2018 komplett neu eingerichtet und verfügt u.a. über eine sehr hochwertige, komplette Küchenausstattung.",2000.0,"Die Wohnung liegt in einer sehr ruhigen und gepflegtenWohnanlage im Pankower Ortsteil Rosenthal . Der Bezirk besticht durch seine familienfreundliche Lebensqualität. In seinen urbanen Ortsteilen zeichnet sich der Bezirk durch ein ausgewogenes Verhältnis zwischen Wohn-und Geschäftsleben aus.Mit der Tram M1, die nur wenige Schritte vom Objekt hält , ist Rosenthal gut an die Berliner City angebunden. Via Prenzlauer Berg verkehrt die Linie bis zur Friedrichstraße und bietet auf dem Weg zahlreiche Möglichkeiten zum Wechsel in die U-und S-Bahn..","Wichtig zu beachten ist, daß die Wohnung nur an strikte Nichtraucher vermietet wird. Neben den Stromkosten (zusätzliche Pauschale zur Miete ) die separat nach Verbrauch abgerechnet werden, kann DSL auf privatvertraglicher Basis des Mieters betrieben werden. 
 
Aus privaten Gründen kann die Wohnung nur befristet (mit Verlängerungsoption ) vermietet werden.",
11,Cozy & quiet 2-room flat in Kreuzberg close to Bergmannkiez,https://img.wg-gesucht.de/media/up/2020/21/aeff6836197726674b70125ac863a3a9ab7f39df451ad15199411d4c4d4e9dac_39032BD0_21CC_42C0_A12C_EBD13F860795.sized.jpeg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Kreuzberg.8016933.html,60.0,990.0,2.0,960.0,n.a.,30.0,"Blücherstrasse/rear building, 10961 Berlin Kreuzberg",01.06.2020,01.12.2020,2 Stunden,"['Altbau', '3. OG', 'möbliert', 'Eigene Küche', 'Badewanne', 'Dielen', 'Ökostrom', 'Zentralheizung', 'gute Parkmöglichkeiten', '1 Minute zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Gartenmitbenutzung, Fahrradkeller']","Viewing today& tomorrow: 
Hi, I sublet my cozy, quiet & spacious 2-room-apartment for minimum 6 month (and possibly longer) in beautiful and vivid Kreuzberg. Available from 1st of June 2020 on since I have to work outside Berlin for the next month. The appartement offers a spacious seating and dining area, a large bedroom (queen size bed 160x200), nice wooden  floor, bathroom with bathtub, fully equipped kitchen with dish dryer, washing maschine  etc..) and contains all household appliances. Electricity, WiFi, heating included. Registration (Anmeldung) possible. Rear building, quiet living. But perfect location between famous Bergmannstrasse and the beautiful Landwehrkanal. Around the flat there are many corner stores for shopping and many bars, cafes, restaurants. Only one step outside there is also a little supermarket. 
Located just a short walk from Hallesches Tor (U6+U1), Mehringdamm (U6 + U7), Gneisenaustr. U7 ! From our place you can be anywhere in Central Berlin with ease. In front of the house you can catch the bus M 41 to Potsdamer Platz and Main Station.  
Please notice:  
The flat is unsuitable for a flat-sharing community: No WG allowed. No pets allowed. For a non smoking person with steady income. Deposit: 2.000€. 
Please send us your request information on person, age, occupation and employer in Berlin. We only answer inquiries that meet the condititions described above. 
 
We have put a great deal of energy and love to detail into renovating and decorating the flat. Most of the furniture are unique pieces and design classics and heirlooms and/or bought in vintage stores. Thats why we are looking for a subtenant who can really appreciate all this effort. We would love to get to know you in person since you will stay in our private space. 
Long term tenants only. We are very flexible with arranging viewings the next days. Give us a message if you want to come for a VIEWING.",2000.0,"Between famous Bergmannstrasse and the beautiful canal (Landwehrkanal).  
PUBLIC TRANSPORTS: 
Bus M41 and 140 just out of the door. 
Underground stops within few minutes walk are: 
U1: Prinzenstraße 
U6: Hallesches Tor 
U7: Gneisenaustraße 
Supermarkets: 
little Edeka just round the corner 
all you need within 5 minutes walk. 
----","I sublet my furnished apartment at a reliable working individual. 
Rental period: from 6 month up to one year. Contact please via mail . The apartment is free from 1st. of June on. Visits by appointment. Non smoking apartment. No pets. No WG. Deposit : 2.000 € 
In case you are interested ask for a viewing. Would be good, if you already bring your papers (like working contract, income paper, employment contract etc.). 
-------",
12,Für 6 Monate ab 01.07.2020 möblierte 47qm Wohnung zur Untervermietung in Berlin Friedrichshain,https://img.wg-gesucht.de/media/up/2018/22/aabbf1edb61197596a55f02050e7d5b60239d70d3a157c3194b9a21a66db06ce_1527770034260.sized.JPEG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Friedrichshain.6714311.html,47.0,849.0,2.0,849.0,n.a.,n.a.,"Bänschstr., 10247 Berlin Friedrichshain",30.06.2020,31.12.2020,12 Stunden,"['Altbau', '4. OG', 'möbliert', 'Dusche', 'Kabel', 'Laminat', 'Zentralheizung', 'gute Parkmöglichkeiten', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine']","Hallo ihr Lieben, ich vermiete meine Wohnung für 6Monate. Zeitraum könnte auch angepasst werden, verlängert oder verkürzt. Ich habe eine 47qm gemütliche 2 Zimmer Wohnung im 4. Stock OHNE FAHRSTUHL!!! In dieser Wohnung befindet sich erstmal alles was man zum Leben braucht: Spülmaschine, zweckmäßig ausgestattete Küche, Waschmaschine, Bettwäsche, Handtücher... Ihr müsst also nichts groß mitbringen. Internet ist vorhanden. Meine Wohnung hat eine kleine Küche, ein Wohnzimmer, Sofa, einen Sessel und einen kleinen Holztisch mit 2 Stühlen. Das Bad hat leider kein Fenster. Es hat eine Dusche, WC, Waschmaschine, Spiegel und einen Badschrank. Im Schlafzimmer sind die Fenster mit Vorhängen abgedunkelt und ist mit einem 140cm großen Bett, einem Schrank und einem kleinen Wandfernseher ausgestattet. Balkon habe ich leider nicht. Die 849€ ist der komplette Mietpreis, als Warmmiete.",100.0,"Zur Lage: Nächste U Bahn Haltestelle ist die U5 Samariterstr. oder Frankfurter Allee S Bahn in 5min zu Fuß erreichbar. Es ist alles da was ihr braucht : DM, Edeka, Bio Company, Apotheke, schöne Cafes und Restaurants... Schaut es Euch sonst einfach auf Google Maps genauer an :-)",,
13,"Homey and quiet flat, very central, walking distance to Wilmersdorfer pedestrian street,  Deutsche Oper, Savignyplatz and Ku'damm",https://img.wg-gesucht.de/media/up/2019/25/9fcd1e020b103e9a007dd0178437c4371eee1d66f919fdff6c35c21adf3ceb26_DSC_8605.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Charlottenburg.7378198.html,42.0,1150.0,2.0,800.0,180.0,170.0,"Weimarer Str, 10625 Berlin Charlottenburg",01.07.2020,30.06.2021,12 Stunden,"['sanierter Altbau', '1. OG', 'möbliert', 'Dusche', 'Kabel', 'Dielen', 'Gasheizung', 'Bewohnerparken', '5 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Fahrradkeller']","The apartment is located on the first floor of a back building in the quiet neighborhood near the Pestalozzi Strasse. 
It consists of two rooms and is designed to accommodate up to 2 people. 
Bedroom: double bed, closet, commode and night table with lamp. 
Living room: sofa (pull out to a double bed),  dining table with 4 chairs , cable-TV, a desk,  Wifi in the whole apartment. 
Kitchen : refrigerator, stove, oven, microwave, dish washer, electric kettle, toaster, coffee machine , complete kitchenware. 
Bathroom : shower,  washing machine (with drying function). 
Cleaning tools and vacuum cleaner. 
Curtains in both rooms to enable darkening.",2300.0,"In the heart of Charlottenburg in West Berlin. The apartment is one step from Kantstrasse. The Wilmersdorfer pedestrian street is nearby, offers many supermarkets, cafes, shops and Arcaden shopping mall with all the brands. In the neighborhood you will find all possible grocery stores and shops, as well as a variety of restaurants and cafes. 
 
There is a farmers market for fresh products and other groceries every Wednesday and Saturday from 06:00 to 15:00 at Karl August Platz in Pestalozzistrasse just a few steps from the apartment. 
 
Walking distance to Deutsche Oper , Savignyplatz and  Kurfürstendamm.  
 
Excellent public transport : Charlottenburg S Bahn station with 5  lines, a regional train and several bus stops, U Bahn Wilmersdorfer Straße.","This apartment is intended for a couple or an individual who is looking for a fully equipped apartment which is located in top location in Charlotteburg.  
 
Monthly rent: €1150 including everything: house expenses, heating, water, electricity and internet.  
Minimum stay: 6 months. 
Security deposit: €2300 
Required documents: passports or IDs, work contract or copy of registration for studies.",
14,Zwei Zimmer möbliert,https://img.wg-gesucht.de/media/up/2020/20/43346778fdbe88278e1822909923776fdb5a0bc2482d949e15396024d18e3dd6_158991971870770762961.sized.JPEG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Kreuzberg.8002099.html,60.0,1040.0,2.0,650.0,300.0,90.0,"Alte Jakobstr, 10969 Berlin Kreuzberg",01.06.2020,01.07.2021,10 Stunden,"['Ab dem 1. Mai 2014 ist die neue Energieeinsparverordnung (EnEV 2014) rechtswirksam. Immobilieninserate müssen seitdem zusätzliche Angaben zu energetischen Eigenschaften enthalten. Liegt noch kein Energieausweis vor, entfällt die Pflicht. Für denkmalgeschützte Häuser und Gebäude mit weniger als 50 Quadratmetern Nutzfläche ist kein Energieausweis nötig.', 'Bedarfsausweis, Fernwärme, Baujahr 1965', 'WG geeignet', 'Barrierefrei', 'Neubau', '4. OG', 'möbliert', 'Eigene Küche', 'Laminat', 'gute Parkmöglichkeiten', 'Waschmaschine, Spülmaschine, Balkon, Keller, Fahrradkeller, Aufzug']","Die 2-Zimmer-Wohnung liegt im 4. Stock mit Aufzug eines schönen Neue Bau. Sie verfügt über ein Wohnzimmer mit Sitzecke und Esstisch. Auch eine Küche  mit Balkon. Außerdem gibt es ein Schlafzimmer, die mit Doppelbett und Kleiderschrank möbliert sind. Das geflieste Bad verfügt über eine Dusche. Der Flur verfügt über einen kleinen Abstellraum. Dazu auch eine Waschmaschine, Spülmaschine und Kühlschrank bzw. Herd. Die Wohnung komplett möblierte.",1500.0,"Das Gebäude liegt in einer sehr ruhigen Gegend in Berlin-Kreuzberg, direkt um die Ecke vom Bundesdruckerei. Supermärkte, Cafés und Restaurants sind fußläufig erreichbar, genau wie die öffentlichen Verkehrsmittel (U-Bahn Linien U6 und U8 sowie Buslinie M29). 10 Minuten von Check Point charli.",Ein Keller und Balkon.,
15,fully furnished apartment direct at the park and subway,https://img.wg-gesucht.de/media/up/2020/21/c7f7687eaaa902f75648e68e06fb34dd4dea26410f35fed8d2b5b3c36af4bbb8__MG_9162.sized.JPG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Schoeneberg.8019870.html,63.0,900.0,2.0,800.0,100.0,0.0,"Dennewitzstrasse 5, 10785 Berlin Schöneberg",01.06.2020,31.01.2021,3 Stunden,"['WG geeignet', 'sanierter Altbau', 'Tiefparterre', 'möbliert', 'Eigene Küche', 'Dusche', 'Kabel', 'Fliesen', 'Ökostrom', 'Zentralheizung', 'gute Parkmöglichkeiten', '3 Minuten zu Fuß entfernt', 'Waschmaschine']","Meine schöne Wohnung ist 2min zu Fuss zum Gleisdreickspark. Die Dennewitzstrase ist eine ruhige Seitenstrasse. Meine Wohnung ist vollmöbliert wie ihr auf den Fotos sehen könnt. Die neue Küche hat keinen Ofen aber dafür eine Kochfeld und Mikrowelle. Es gibt natürlich Toaster, Wasserkocher, Geschirr und Töpfe etc... Die gesamte Wohnung hat Fussbodenheizung und ein geräumiges neues Bad mit Waschmaschine. Natürlich gibt es Wlan und einen riesen 51inch TV mit Amazon Prime. 
 
My lovely apt is on a small street 2min walking distance from the Gleisdreieckspark. The subway station Kurfürstenstrasse is 5 min walk. There is floor heating through the apt and the whole fat was rennovated 2 years ago. The bathroom and kitchen for example are brand new. There is a washing machine, mircrowavem fridge, stove, 51 inch flat screen TV and wifi in the apt. All the other furniture on the photo stays as well.",500.0,"3 min to subway Gleisdreieck 
5 min to subway Kurfürstenstraße",,0.0
16,WUNDERSCHÖNE DACHGESCHOSSWOHNUNG mit DACHTERRASSE im REUTERKIEZ,https://img.wg-gesucht.de/media/up/2016/03/6fd53dab40821500_image.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Neukoelln.4082150.html,100.0,1700.0,3.0,1500.0,200.0,n.a.,"Reuterstr, 12043 Berlin Neukölln",01.06.2020,,2 Stunden,"['WG geeignet', 'sanierter Altbau', 'Dachgeschoss', 'möbliert', 'Badewanne, Dusche', 'Kabel, Satellit', 'Parkett, Dielen, Fliesen, Fußbodenheizung', 'Ökostrom', 'Fernwärme', 'gute Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Terrasse, Balkon, Keller']","Wunderschöne Dachgeschosswohnung Möbliert 
NEUBAU 
 
Gehobene Ausstattung: 
Laubengang/ Balkon  
Dreifachverglasung aller Fenster Bodentief mit Schiebesystem  
Fußbodenheizung  
Echtparkett 
EDV/SAT Anschluss in jedem Zimmer  
Elektrische Sonnenrollos  
Hochwertige Einbauküche Geschirrspülmaschine, Cerankochfeld, Backofen, Kühlschrank  
Design Bad mit Badewanne bodengleicher Regendusche und akustiksystem (Radio) 
Kfz Stellplatz gegen Aufpreis möglich!!! 
 
Es handelt sich um eine 3 Zimmer Wohnung mit ca. 70 qm Wohnfläche und einer 60qm DACHTERASSE 
 
 
Bitte nur E - Mail (über diesen portal) anfragen....",4500.0,"Die Wohnung liegt zwischen der Karl-Marx-Str. und der Sonnenallee, 5 min Fußweg zu den Bahnhöfen Rathaus Neukölln und zum Hermannplatz U8-U7, Einkaufsmöglichkeiten sind in wenigen Minuten zu Fuß erreichbar...",Gerne vereinbaren wir einen Besichtigungstermin !,
17,"Brand new apartments in Wilmersdorf | 1 Bedroom, open kitchen/livingroom, balcony | Unfurnished",https://img.wg-gesucht.de/media/up/2019/35/66d49e9d7085f31f2bb3676b14d24be9719c2eda5c1438314472a9c8528a803c_KONS52_F22_05.sized.jpg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Wilmersdorf.7555112.html,62.0,1250.0,2.0,1100.0,150.0,0.0,"Brandenburgische Str. 53, 10707 Berlin Wilmersdorf",31.05.2020,,2 Stunden,"['Barrierefrei', 'Neubau', '2. OG', 'Eigene Küche', 'Badewanne, Dusche', 'Parkett, Fliesen, Fußbodenheizung', 'Zentralheizung', 'gute Parkmöglichkeiten', '1 Minute zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon, Keller, Fahrradkeller, Aufzug']","IMPORTANT DISCLAIMER REGARDING SCAMS  
 
Someone is currently copying our (and other agencie´s) ads and tries to get money up front without showing you paperwork. Apparently they don´t operate outside of wg-gesucht for ""security reasons"".  
Please be aware - we are official partners of wg-gesucht, this is a verified profile and we have a number you can call, a website and office you can visit! Be safe and get in touch at info(at)berlin99.com.  
 
____ 
 
This beautiful spacious new built apartment is available now in a brand new block in Berlin´s western disctrict of Wilmersdorf. 
 
A vast open kitchen and living area, master bedroom with a walk-in dressing room and a balcony plus state of the art bathroom give you all the space you need to settle down in your new home. 
 
It is located in close proximity to famous Ku´damm, with public underground transport right outside. 
 
Registration provided – ask us for a viewing! 
 
Cold rent – 1100 
 
Warm rent – 1250* 
 * Due to the current situation, a initial rent of 1250 has been agreed, with an increase of 100€ in 12 months to be agreed within the contract.",2500.0,"From quiet parks, family cafes and playgrounds, 24-hour shops for a late beer, to trendy galleries and chic cocktail bars, it’s all there, but nothing in excess. The surrounding streets are lined with a multitude of individual shops, bars and restaurants. While gentrification is very much in effect and major chains have driven away some business, the core remains unflustered, which gives Schöneberg a really authentic feel to this day. If you want to experience.","Explore our new website www.berlin99.com. 
 
You are very much allowed to register at those apartments, as it a legal requirement.  
 
For further details and viewings, please contact us at info(at)berlin99.com or give us a call.",
18,"MÖBL. u. BEFR. - Charlottenburg 100m2 Altbau 3,5 ZKBB ab 01.08.2020 für bis zu 8 Monate",https://img.wg-gesucht.de/media/up/2020/21/83f25524545e1fe7cc42e5720294480b813117855cb0924f2ccb33b21b11752f_8DC451B2_878A_45DF_9203_18FAA40DBC65.sized.jpeg,https://www.wg-gesucht.de/wohnungen-in-Berlin-Charlottenburg.8022647.html,100.0,1450.0,3.0,1100.0,350.0,n.a.,"Bismarckstraße, 10625 Berlin Charlottenburg",01.08.2020,31.03.2021,6 Stunden,"['WG geeignet', 'Altbau', '4. OG', 'möbliert', 'Eigene Küche', 'Badewanne, Dusche', 'Kabel', 'Teppich, Parkett, Dielen, Fliesen', 'Ökostrom', 'Gasheizung', 'gute Parkmöglichkeiten', '2 Minuten zu Fuß entfernt', 'Waschmaschine, Spülmaschine, Balkon, Aufzug']","*German (English below) 
 
Da ich aus beruflichen Gründen für 8 Monate ab 31.07.2020 ins Ausland gehe, suche ich einen geeigneten Untermieter für meine 3,5 Zimmer Altbau Traumwohnung in bester Lage in Charlottenburg. 
 
Es soll mit Erlaubnis der Eigentümer nach Möglichkeit für den ganzen Zeitraum (August 2020-März 2021) befristet untervermietet werden. 
 
Anmeldung ist möglich. 
 
Maximal 2 Erwachsene, bevorzugt Paar gesucht. 
 
1450 Euro / Monat bedeutet, dass alles inklusive ist, d.h. Kaltmiete, Nebenkosten, Strom, Gas, GEZ, Telefon, Internet, Möbelnutzung.  
 
Hier die facts in Kurzform: - 100 m2 Altbau Wohnung im Herzen von Charlottenburg, 2 Min zu Fuß zur U2 Deutsche Oper, 7 Min zu Fuß zur U7 Bismarckstraße, nah zum Zoo, Bushaltestelle direkt vor der Tür. - Verfügbar vom 31.07.2020 bis voraussichtlich 31.03.2021. - 3,5 Zimmer (1 Schlafzimmer, 1 Gäste/Arbeits/Kinderzimmer, 1 großes Wohnzimmer, 1 Wohnküche, 1 Tageslichtbad mit Dusche und Badewanne). - Balkon vorhanden. - Aufzug vorhanden. - Rauchen nur auf dem Balkon. - keine Haustiere. - Innenhof mit Abstellmöglichkeiten für Fahrräder. - Alle Geräte vorhanden (Waschmaschine, Trocker, Spülmaschine, Herd, Ofen, Kühlschrank etc.). Küche ist voll ausgestattet, Geschirr etc. kann genutzt werden. - Schöne Flügeltüren, Dielen, Fischgrätenparkett, Doppelkastenfenster. - Klavier. - Wohnung ist ausgesprochen ruhig und gut isoliert, Schlafzimmer sind nach hinten heraus gelegen. - angenehme und nette Nachbarn. - gerne lasse ich auch Handtücher, Bettwäsche etc. da. - Es können sicher einzelne kleine Möbelstücke mitgebracht werden (Teppich, Sessel etc.), aber ich bin grds. nicht daran interessiert die Ausstattung wesentlich zu verändern. Über sonstige Änderungen lässt sich sprechen. 
 
Ich freue mich auf Eure Anfragen 
 
 
 
*English*  
Since I will be living abroad for 8 months from 31.07.2020 for professional reasons, I am looking for a suitable subtenant for my 3.5 room old building dream apartment in a prime location in Berlin - Charlottenburg. 
 
With the permission of the owners, it should be sublet for a limited period of time (August 2020-March 2021). 
 
Registration is possible. 
 
Maximum 2 adults, preferably a couple. 
 
1450 Euro / month means that everything is included, i.e. cold rent, additional costs, electricity, gas, GEZ, telephone, internet, furniture use.  
 
Here are the facts in short form: - 100 m2 old building apartment in the heart of Charlottenburg, 2 min walk to U2 Deutsche Oper, 7 min walk to U7 Bismarckstraße, close to the zoo, bus stop right in front of the door. - Available from 31.07.2020 to 31.03.2021. - 3.5 rooms (1 bedroom, 1 guest/work/children's room, 1 large living room, 1 kitchen-cum-living room, 1 daylight bath with shower and bath tub). - Balcony available. - Lift available. - Smoking only on the balcony. - No pets. - Inner courtyard with storage possibilities for bicycles. - All appliances available (washing machine, dryer, dishwasher, stove, oven, refrigerator etc.). Kitchen is fully equipped, dishes etc. can be used. - Beautiful double doors, hallways, herringbone parquet flooring, double box windows. - Piano. - Apartment is extremely quiet and well insulated, bedrooms are located out back. - Pleasant and nice neighbours. - I also like to leave towels, bed linen etc.  - I am sure you can bring some small pieces of furniture (carpet, armchair etc.), but I am not interested in changing the furniture. We can talk about other changes. 
 
Looking forward to hearing from you",,,,
19,Schöne 2-Zimmerwohnung im Graefekiez bis Ende August,https://img.wg-gesucht.de/media/up/2020/19/c0f5e37cefcdb75f20ff3c582aba56851c44d663121903a36994905c5ba9e052_IMG_0299.sized.JPG,https://www.wg-gesucht.de/wohnungen-in-Berlin-Kreuzberg.7997248.html,67.0,990.0,2.0,790.0,100.0,100.0,"Schönleinstr, 10967 Berlin Kreuzberg",01.06.2020,31.08.2020,3 Stunden,"['WG geeignet', 'sanierter Altbau', '4. OG', 'möbliert', 'Badewanne, Dusche, Gäste WC', 'Parkett', 'Ökostrom', 'Zentralheizung', 'Spülmaschine, Keller']","Wir vermieten unsere wunderschöne und traumhaft gelegene Wohnung unter, ab sofort bis Ende August. Einen Teil der Möbel nehmen wir mit (Esstisch, Stühle, Sofa, Waschmaschine, Kleiderschrank). Fast alles andere bleibt (Bett, komplette Küche inkl Kühlschrank, fast alle Regale, ggf zwei Sessel). Inkl. 50Mbit Internet und Strom (unter sonstige Kosten). 
Die Wohnung wurde vor 4 Jahren frisch saniert und hat einen wunderschönen Eichenparkett. Das Wohnzimmer geht nach Osten in Richtung Platz mit verkehrsberuhigter Straße. Das Schlafzimmer und die Küche sind nach Westen in den sehr ruhigen Innenhof gerichtet. Die Wohnung ist sehr hell und wirklich zentral und schön gelegen. 
 
-English- 
We are subletting our beautiful and perfectly located apartment until end of August. We will take a few furniture with us (dining table, chairs, couch, washing machine and wardrobe). Most of the furniture will stay (bed, complete kitchen with fridge and dish washer, most shelfs, maybe two armchairs). The ""sonstige Kosten"" include 50Mbit internet and electricity bill.  
 
The apartment was fully refurbished four years ago and has a beautiful oak parquet flooring. The living room is facing east with sunshine in the morning. The street is traffic-calmed. The bedroom and the kitchen are facing a quiet and green backyard.",1500.0,"Die Wohnung liegt Mitte im Graefekiez, direkt am Zickenplatz, in der Schönleinstraße im 4. OG. Es gibt hier direkt vor der Tür viele, viele Cafés und Restaurants. Zur U-Bahnstation Schönleinstr. sind es nur 3-4 min zu Fuß. 
 
-English- 
The apartment is located in the middle of the ""Graefekiez"" in the Schönleinstr. It is a very popular spot with many cafés and restaurants close by. The subway station ""Schönleinstr"" is only 3-4 minutes by foot.",,
